Category,City,Country/Region,Customer Name,Date String,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Selected State,Ship Date,Ship Mode,Size,State,State Name,State Set,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Jackson,United States,Stephanie Phelps,2020-03-01,Honeywell,2020/3/8,US-2020-140172,49201,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Central,Corporate,伪,2020/3/13,Standard Class,伪,Michigan,Other (median),3,Appliances,0.1,48.3336,3,$207
Office Supplies,Detroit,United States,Quincy Jones,2018-06-01,Acco,2018/6/1,US-2018-157070,48234,Acco 6 Outlet Guardian Premium Surge Suppressor,Central,Corporate,伪,2018/6/6,Standard Class,伪,Michigan,Other (median),3,Appliances,0.1,12.376,5,$66
Office Supplies,Fort Worth,United States,George Bell,2020-12-01,Hunt,2020/12/9,CA-2020-128923,76106,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Central,Corporate,真,2020/12/13,Standard Class,真,Texas,Texas,1,Art,0.2,0.816200000,1,$9
Office Supplies,Houston,United States,Dario Medina,2020-03-01,Prang,2020/3/21,CA-2020-163153,77036,Prang Dustless Chalk Sticks,Central,Corporate,真,2020/3/25,Standard Class,真,Texas,Texas,1,Art,0.2,0.504,1,$1
Office Supplies,Houston,United States,Darren Budd,2018-11-01,Avery,2018/11/12,US-2018-159618,77036,Avery Fluorescent Highlighter Four-Color Set,Central,Corporate,真,2018/11/16,Standard Class,真,Texas,Texas,1,Art,0.2,0.334,1,$3
Office Supplies,Dallas,United States,Jason Klamczynski,2018-11-01,Poly,2018/11/21,US-2018-168501,75220,Poly String Tie Envelopes,Central,Corporate,真,2018/11/27,Standard Class,真,Texas,Texas,1,Envelopes,0.2,0.5508,1,$2
Office Supplies,Arlington,United States,Matt Collister,2018-11-01,Avery,2018/11/25,CA-2018-127446,76017,Avery 520,Central,Corporate,真,2018/11/30,Standard Class,真,Texas,Texas,1,Labels,0.2,0.882,1,$3
Office Supplies,Chicago,United States,Erin Ashbrook,2020-02-01,Xerox,2020/2/16,CA-2020-168956,60623,Xerox 206,Central,Corporate,伪,2020/2/20,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,1.8144,1,$5
Office Supplies,Mesquite,United States,Fred Chung,2021-06-01,Xerox,2021/6/29,US-2021-126081,75150,Xerox 218,Central,Corporate,真,2021/7/4,Standard Class,真,Texas,Texas,1,Paper,0.2,1.8144,1,$5
Office Supplies,Port Arthur,United States,Michelle Ellison,2018-12-01,Xerox,2018/12/23,CA-2018-126333,77642,Xerox 2000,Central,Corporate,真,2018/12/28,Standard Class,真,Texas,Texas,1,Paper,0.2,1.8144,1,$5
Office Supplies,Houston,United States,Monica Federle,2019-11-01,Carina,2019/11/12,CA-2019-162964,77095,"Carina 42""Hx23 3/4""W Media Storage Unit",Central,Corporate,真,2019/11/18,Standard Class,真,Texas,Texas,1,Storage,0.2,-14.5764,1,$65
Office Supplies,Dallas,United States,Ken Black,2020-09-01,Boston,2020/9/8,CA-2020-108868,75081,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Central,Corporate,真,2020/9/12,Standard Class,真,Texas,Texas,1,Art,0.2,6.1572,2,$70
Office Supplies,Fort Worth,United States,Brenda Bowman,2019-11-01,Eldon,2019/11/21,CA-2019-107083,76106,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Central,Corporate,真,2019/11/27,Standard Class,真,Texas,Texas,1,Art,0.2,0.734800000,2,$5
Office Supplies,Dallas,United States,Sally Hughsby,2021-10-01,Other,2021/10/27,CA-2021-127922,75081,#6 3/4 Gummed Flap White Envelopes,Central,Corporate,真,2021/11/3,Standard Class,真,Texas,Texas,1,Envelopes,0.2,5.544,2,$16
Office Supplies,El Paso,United States,Candace McMahon,2018-12-01,Staple envelope,2018/12/31,CA-2018-127383,79907,Staple envelope,Central,Corporate,真,2019/1/5,Standard Class,真,Texas,Texas,1,Envelopes,0.2,17.9684,2,$50
Office Supplies,Haltom City,United States,Chris Selesnick,2019-11-01,Other,2019/11/3,CA-2019-121041,76117,"#10 Gummed Flap White Envelopes, 100/Box",Central,Corporate,真,2019/11/10,Standard Class,真,Texas,Texas,1,Envelopes,0.2,2.1476,2,$7
Office Supplies,Skokie,United States,Bill Stewart,2018-11-01,Other,2018/11/29,US-2018-134712,60076,Staples,Central,Corporate,伪,2018/12/4,Standard Class,伪,Illinois,Other (median),3,Fasteners,0.2,3.945,2,$13
Office Supplies,Austin,United States,Laura Armstrong,2021-07-01,Other,2021/7/29,CA-2021-130771,78745,Assorted Color Push Pins,Central,Corporate,真,2021/8/3,Standard Class,真,Texas,Texas,1,Fasteners,0.2,0.4706,2,$3
Office Supplies,Arlington,United States,Matt Collister,2018-11-01,Avery,2018/11/25,CA-2018-127446,76017,Avery 52,Central,Corporate,真,2018/11/30,Standard Class,真,Texas,Texas,1,Labels,0.2,1.9926,2,$6
Office Supplies,Chicago,United States,Chris Selesnick,2021-11-01,Xerox,2021/11/23,CA-2021-148992,60623,Xerox 1959,Central,Corporate,伪,2021/11/27,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,3.7408,2,$11
Office Supplies,Chicago,United States,Thomas Seio,2018-12-01,Other,2018/12/9,CA-2018-169649,60653,Astroparche Fine Business Paper,Central,Corporate,伪,2018/12/15,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,2.9568,2,$8
Office Supplies,Austin,United States,Cynthia Voltz,2020-05-01,Xerox,2020/5/9,US-2020-144057,78745,Xerox 1911,Central,Corporate,真,2020/5/13,Standard Class,真,Texas,Texas,1,Paper,0.2,26.824,2,$77
Office Supplies,Baytown,United States,Sylvia Foulston,2019-01-01,Xerox,2019/1/3,CA-2019-121097,77520,Xerox 21,Central,Corporate,真,2019/1/8,Standard Class,真,Texas,Texas,1,Paper,0.2,3.6288,2,$10
Office Supplies,Carrollton,United States,Erin Ashbrook,2020-06-01,Xerox,2020/6/20,CA-2020-108581,75007,Xerox 206,Central,Corporate,真,2020/6/26,Standard Class,真,Texas,Texas,1,Paper,0.2,3.6288,2,$10
Office Supplies,Dallas,United States,Sally Hughsby,2021-10-01,Xerox,2021/10/27,CA-2021-127922,75081,Xerox 1972,Central,Corporate,真,2021/11/3,Standard Class,真,Texas,Texas,1,Paper,0.2,2.64,2,$8
Office Supplies,Dallas,United States,Brian Moss,2018-07-01,Eureka,2018/7/9,CA-2018-165379,75217,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Central,Corporate,真,2018/7/15,Standard Class,真,Texas,Texas,1,Paper,0.2,3.6288,2,$10
Office Supplies,Dallas,United States,Patrick Jones,2020-11-01,Xerox,2020/11/3,CA-2020-160136,75217,Xerox 1978,Central,Corporate,真,2020/11/9,Standard Class,真,Texas,Texas,1,Paper,0.2,3.3524,2,$9
Office Supplies,Fort Worth,United States,George Bell,2020-12-01,Things To Do,2020/12/9,CA-2020-128923,76106,Things To Do Today Pad,Central,Corporate,真,2020/12/13,Standard Class,真,Texas,Texas,1,Paper,0.2,3.2872,2,$9
Office Supplies,Houston,United States,Andrew Gjertsen,2019-10-01,Xerox,2019/10/24,CA-2019-118738,77041,Xerox 2,Central,Corporate,真,2019/10/30,Standard Class,真,Texas,Texas,1,Paper,0.2,3.6288,2,$10
Office Supplies,Houston,United States,Rachel Payne,2019-08-01,Xerox,2019/8/6,CA-2019-135251,77095,Xerox 1906,Central,Corporate,真,2019/8/10,Standard Class,真,Texas,Texas,1,Paper,0.2,19.1376,2,$57
Office Supplies,San Antonio,United States,Maribeth Yedwab,2021-12-01,Xerox,2021/12/1,CA-2021-138618,78207,Xerox 201,Central,Corporate,真,2021/12/8,Standard Class,真,Texas,Texas,1,Paper,0.2,3.6288,2,$10
Office Supplies,Chicago,United States,Matt Connell,2019-11-01,Other,2019/11/16,CA-2019-145394,60610,"Neat Ideas Personal Hanging Folder Files, Black",Central,Corporate,伪,2019/11/20,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,1.6116,2,$21
Office Supplies,Freeport,United States,Katharine Harms,2018-05-01,Eldon,2018/5/5,CA-2018-160738,61032,Eldon Portable Mobile Manager,Central,Corporate,伪,2018/5/10,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,3.9592,2,$45
Office Supplies,Houston,United States,Thomas Boland,2018-12-01,Other,2018/12/8,CA-2018-104773,77041,"Companion Letter/Legal File, Black",Central,Corporate,真,2018/12/13,Standard Class,真,Texas,Texas,1,Storage,0.2,6.0416,2,$60
Office Supplies,Mcallen,United States,Susan Gilcrest,2021-05-01,Other,2021/5/18,CA-2021-112536,78501,Plastic Stacking Crates & Casters,Central,Corporate,真,2021/5/23,Standard Class,真,Texas,Texas,1,Storage,0.2,0.6696,2,$9
Office Supplies,San Antonio,United States,Victoria Brennan,2019-11-01,Tenex,2019/11/23,CA-2019-111395,78207,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Central,Corporate,真,2019/11/27,Standard Class,真,Texas,Texas,1,Storage,0.2,2.3674,2,$27
Office Supplies,Chicago,United States,Barry Pond,2018-10-01,Acme,2018/10/12,US-2018-154655,60623,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Central,Corporate,伪,2018/10/17,Standard Class,伪,Illinois,Other (median),3,Supplies,0.2,2.502,2,$22
Office Supplies,Chicago,United States,Lela Donovan,2020-06-01,Newell,2020/6/26,CA-2020-152331,60653,Newell 311,Central,Corporate,伪,2020/6/30,Standard Class,伪,Illinois,Other (median),3,Art,0.2,0.4641,3,$5
Office Supplies,Chicago,United States,Craig Yedwab,2021-10-01,Other,2021/10/31,CA-2021-117114,60610,"#10 Gummed Flap White Envelopes, 100/Box",Central,Corporate,伪,2021/11/5,Standard Class,伪,Illinois,Other (median),3,Envelopes,0.2,3.2214,3,$10
Office Supplies,Pearland,United States,Sally Hughsby,2021-09-01,Staple envelope,2021/9/22,US-2021-108245,77581,Staple envelope,Central,Corporate,真,2021/9/27,Standard Class,真,Texas,Texas,1,Envelopes,0.2,5.022,3,$13
Office Supplies,San Antonio,United States,David Smith,2021-12-01,OIC,2021/12/7,CA-2021-134285,78207,Binder Clips by OIC,Central,Corporate,真,2021/12/12,Standard Class,真,Texas,Texas,1,Fasteners,0.2,1.2432,3,$4
Office Supplies,Houston,United States,Victoria Brennan,2019-07-01,Avery,2019/7/17,CA-2019-121132,77041,Avery 479,Central,Corporate,真,2019/7/24,Standard Class,真,Texas,Texas,1,Labels,0.2,2.0358,3,$6
Office Supplies,Houston,United States,Noah Childs,2019-05-01,Avery,2019/5/2,CA-2019-116687,77095,Avery 501,Central,Corporate,真,2019/5/7,Standard Class,真,Texas,Texas,1,Labels,0.2,2.9889,3,$9
Office Supplies,Houston,United States,Rachel Payne,2019-08-01,Avery,2019/8/6,CA-2019-135251,77095,Avery 505,Central,Corporate,真,2019/8/10,Standard Class,真,Texas,Texas,1,Labels,0.2,13.32,3,$36
Office Supplies,Chicago,United States,Heather Kirkland,2020-10-01,Xerox,2020/10/23,CA-2020-165484,60610,Xerox 1929,Central,Corporate,伪,2020/10/29,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,17.8152,3,$55
Office Supplies,Chicago,United States,Suzanne McNair,2018-11-01,Southworth,2018/11/1,CA-2018-126907,60610,Southworth Parchment Paper & Envelopes,Central,Corporate,伪,2018/11/8,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,5.1012,3,$16
Office Supplies,Chicago,United States,Maribeth Yedwab,2021-07-01,Xerox,2021/7/23,US-2021-101721,60623,Xerox 1909,Central,Corporate,伪,2021/7/27,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,20.5764,3,$63
Office Supplies,Chicago,United States,Muhammed Yedwab,2021-09-01,Other,2021/9/3,CA-2021-167626,60623,"""While you Were Out"" Message Book, One Form per Page",Central,Corporate,伪,2021/9/7,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,3.339,3,$9
Office Supplies,Decatur,United States,Matthew Clasen,2021-06-01,Xerox 1971,2021/6/24,US-2021-151316,62521,Xerox 1971,Central,Corporate,伪,2021/6/30,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,3.21,3,$10
Office Supplies,Arlington,United States,Matt Collister,2018-11-01,Southworth,2018/11/25,CA-2018-127446,76017,Southworth 25% Cotton Granite Paper & Envelopes,Central,Corporate,真,2018/11/30,Standard Class,真,Texas,Texas,1,Paper,0.2,5.1012,3,$16
Office Supplies,Cedar Hill,United States,Todd Boyes,2021-08-01,Other,2021/8/6,CA-2021-136609,75104,14-7/8 x 11 Blue Bar Computer Printout Paper,Central,Corporate,真,2021/8/11,Standard Class,真,Texas,Texas,1,Paper,0.2,40.3536,3,$115
Office Supplies,Dallas,United States,Brian Moss,2018-07-01,Xerox,2018/7/9,CA-2018-165379,75217,Xerox 1895,Central,Corporate,真,2018/7/15,Standard Class,真,Texas,Texas,1,Paper,0.2,4.485,3,$14
Office Supplies,Dallas,United States,Linda Southworth,2021-07-01,Xerox,2021/7/5,CA-2021-100223,75220,Xerox 1975,Central,Corporate,真,2021/7/10,Standard Class,真,Texas,Texas,1,Paper,0.2,5.6376,3,$16
Office Supplies,Houston,United States,Andrew Gjertsen,2019-10-01,Xerox,2019/10/24,CA-2019-118738,77041,Xerox 1999,Central,Corporate,真,2019/10/30,Standard Class,真,Texas,Texas,1,Paper,0.2,5.4432,3,$16
Office Supplies,Houston,United States,Jennifer Patt,2020-10-01,Eureka,2020/10/24,CA-2020-158925,77041,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Central,Corporate,真,2020/10/28,Standard Class,真,Texas,Texas,1,Paper,0.2,5.4432,3,$16
Office Supplies,Houston,United States,Heather Kirkland,2021-03-01,Xerox,2021/3/26,US-2021-141677,77070,Xerox 1951,Central,Corporate,真,2021/3/30,Standard Class,真,Texas,Texas,1,Paper,0.2,23.235,3,$74
Office Supplies,Houston,United States,Ed Braxton,2019-03-01,Other,2019/3/31,CA-2019-128125,77095,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Central,Corporate,真,2019/4/5,Standard Class,真,Texas,Texas,1,Paper,0.2,35.6613,3,$98
Office Supplies,Houston,United States,Ken Black,2018-08-01,Xerox,2018/8/17,CA-2018-129168,77095,Xerox 203,Central,Corporate,真,2018/8/23,Standard Class,真,Texas,Texas,1,Paper,0.2,5.4432,3,$16
Office Supplies,Houston,United States,Monica Federle,2019-11-01,Xerox,2019/11/12,CA-2019-162964,77095,Xerox 1957,Central,Corporate,真,2019/11/18,Standard Class,真,Texas,Texas,1,Paper,0.2,5.6376,3,$16
Office Supplies,Houston,United States,Odella Nelson,2019-05-01,Things To Do,2019/5/17,US-2019-117184,77095,Things To Do Today Pad,Central,Corporate,真,2019/5/21,Standard Class,真,Texas,Texas,1,Paper,0.2,4.9308,3,$14
Office Supplies,Odessa,United States,Karen Bern,2021-12-01,Xerox,2021/12/26,CA-2021-136238,79762,Xerox 1959,Central,Corporate,真,2022/1/1,Standard Class,真,Texas,Texas,1,Paper,0.2,5.6112,3,$16
Office Supplies,San Antonio,United States,David Smith,2021-12-01,Xerox,2021/12/7,CA-2021-134285,78207,Xerox 1995,Central,Corporate,真,2021/12/12,Standard Class,真,Texas,Texas,1,Paper,0.2,5.4432,3,$16
Office Supplies,Chicago,United States,Vivek Grady,2018-09-01,SAFCO,2018/9/22,CA-2018-103191,60653,"SAFCO Commercial Wire Shelving, Black",Central,Corporate,伪,2018/9/27,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-82.884,3,$332
Office Supplies,Houston,United States,Heather Kirkland,2021-03-01,Other,2021/3/26,US-2021-141677,77070,"Neat Ideas Personal Hanging Folder Files, Black",Central,Corporate,真,2021/3/30,Standard Class,真,Texas,Texas,1,Storage,0.2,2.4174,3,$32
Office Supplies,Houston,United States,Thea Hudgings,2020-04-01,Tennsco,2020/4/18,CA-2020-125087,77070,Tennsco 16-Compartment Lockers with Coat Rack,Central,Corporate,真,2020/4/23,Standard Class,真,Texas,Texas,1,Storage,0.2,77.7468,3,"$1,555"
Office Supplies,Dallas,United States,Anna Häberlin,2019-08-01,Other,2019/8/5,CA-2019-112214,75220,Stiletto Hand Letter Openers,Central,Corporate,真,2019/8/11,Standard Class,真,Texas,Texas,1,Supplies,0.2,-4.896,3,$23
Office Supplies,Chicago,United States,Quincy Jones,2020-04-01,BIC,2020/4/10,CA-2020-109652,60653,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Central,Corporate,伪,2020/4/15,Standard Class,伪,Illinois,Other (median),3,Art,0.2,3.2224,4,$14
Office Supplies,Chicago,United States,Erin Ashbrook,2020-02-01,Advantus,2020/2/16,CA-2020-168956,60623,Advantus Push Pins,Central,Corporate,伪,2020/2/20,Standard Class,伪,Illinois,Other (median),3,Fasteners,0.2,1.8312,4,$7
Office Supplies,Chicago,United States,Jill Stevenson,2021-09-01,Advantus,2021/9/2,CA-2021-111220,60653,Advantus Plastic Paper Clips,Central,Corporate,伪,2021/9/8,Standard Class,伪,Illinois,Other (median),3,Fasteners,0.2,5.6,4,$16
Office Supplies,Houston,United States,Victoria Brennan,2019-07-01,Advantus,2019/7/17,CA-2019-121132,77041,Advantus T-Pin Paper Clips,Central,Corporate,真,2019/7/24,Standard Class,真,Texas,Texas,1,Fasteners,0.2,3.4276,4,$14
Office Supplies,Fort Worth,United States,Cynthia Voltz,2021-04-01,Avery,2021/4/27,CA-2021-135692,76106,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Central,Corporate,真,2021/5/1,Standard Class,真,Texas,Texas,1,Labels,0.2,11.592,4,$33
Office Supplies,Houston,United States,Ken Heidel,2020-07-01,Avery,2020/7/25,CA-2020-103037,77070,Avery 493,Central,Corporate,真,2020/7/29,Standard Class,真,Texas,Texas,1,Labels,0.2,5.6956,4,$16
Office Supplies,Irving,United States,Nicole Hansen,2020-09-01,Avery,2020/9/25,CA-2020-123722,75061,Avery 499,Central,Corporate,真,2020/10/1,Standard Class,真,Texas,Texas,1,Labels,0.2,5.1792,4,$16
Office Supplies,Plano,United States,Grace Kelly,2021-09-01,Avery,2021/9/9,CA-2021-139444,75023,Avery 511,Central,Corporate,真,2021/9/15,Standard Class,真,Texas,Texas,1,Labels,0.2,3.4496,4,$10
Office Supplies,Chicago,United States,Harold Engle,2020-01-01,Xerox,2020/1/30,CA-2020-114944,60623,Xerox 1943,Central,Corporate,伪,2020/2/4,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,52.8228,4,$157
Office Supplies,Dallas,United States,Yoseph Carroll,2020-09-01,Advantus,2020/9/6,CA-2020-123932,75217,Advantus Motivational Note Cards,Central,Corporate,真,2020/9/12,Standard Class,真,Texas,Texas,1,Paper,0.2,15.196,4,$42
Office Supplies,San Antonio,United States,Victoria Brennan,2019-11-01,Xerox,2019/11/23,CA-2019-111395,78207,Xerox 1915,Central,Corporate,真,2019/11/27,Standard Class,真,Texas,Texas,1,Paper,0.2,117.432,4,$336
Office Supplies,Chicago,United States,Sibella Parks,2020-04-01,Fellowes,2020/4/21,US-2020-103646,60623,Fellowes Bankers Box Stor/Drawer Steel Plus,Central,Corporate,伪,2020/4/26,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-12.792,4,$102
Office Supplies,Chicago,United States,Brendan Murry,2021-04-01,Carina,2021/4/17,US-2021-129203,60653,Carina Media Storage Towers in Natural & Black,Central,Corporate,伪,2021/4/22,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-43.9056,4,$195
Office Supplies,Dallas,United States,Katrina Edelman,2021-11-01,Eldon,2021/11/13,CA-2021-113873,75220,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Central,Corporate,真,2021/11/19,Standard Class,真,Texas,Texas,1,Storage,0.2,6.1792,4,$62
Office Supplies,Dallas,United States,Stewart Carmichael,2021-03-01,Staple remover,2021/3/2,CA-2021-146024,75081,Staple remover,Central,Corporate,真,2021/3/8,Standard Class,真,Texas,Texas,1,Supplies,0.2,-1.3952,4,$7
Office Supplies,Houston,United States,Roy Phan,2021-12-01,Other,2021/12/2,CA-2021-104108,77095,Manco Dry-Lighter Erasable Highlighter,Central,Corporate,真,2021/12/9,Standard Class,真,Texas,Texas,1,Art,0.2,2.128,5,$12
Office Supplies,Dallas,United States,Harry Marie,2018-07-01,Other,2018/7/21,CA-2018-129189,75217,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Central,Corporate,真,2018/7/25,Standard Class,真,Texas,Texas,1,Envelopes,0.2,29.673,5,$88
Office Supplies,Grapevine,United States,Muhammed Yedwab,2020-04-01,Other,2020/4/15,US-2020-132423,76051,Ideal Clamps,Central,Corporate,真,2020/4/19,Standard Class,真,Texas,Texas,1,Fasteners,0.2,2.9145,5,$8
Office Supplies,Chicago,United States,Fred Chung,2019-03-01,Adams,2019/3/30,CA-2019-121405,60610,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Central,Corporate,伪,2019/4/4,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,8.526,5,$24
Office Supplies,Houston,United States,Michael Stewart,2018-06-01,Xerox,2018/6/30,CA-2018-116757,77095,Xerox 225,Central,Corporate,真,2018/7/4,Standard Class,真,Texas,Texas,1,Paper,0.2,9.072,5,$26
Office Supplies,Chicago,United States,Jill Stevenson,2021-09-01,Belkin,2021/9/2,CA-2021-111220,60653,"Belkin 19"" Center-Weighted Shelf, Gray",Central,Corporate,伪,2021/9/8,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-44.235,5,$236
